		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Hi	Wind	Heat	THW	THSW			Rain	Solar	Solar	Hi Solar	UV 	UV 	Hi 	Heat	Cool	In 	In	In 	In 	In 	In Air	Temp	Temp	Temp	Hum	Hum		Soil 1	Soil 2	Soil 3	Soil 4	Soil 	Soil 	Soil 	Soil 	Leaf	Leaf	Leaf 	Leaf 	Wind	Wind	ISS 	Arc.
01/02/22	4:30 a	6.1	6.6	5.9	78	2.5	4.8	NW	2.41	12.9	NW	5.4	5.9	5.2	---	1010.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.256	0.000	11.1	44	-0.8	10.1	8.51	1.2318	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	698	1	100.0	30
01/02/22	5:00 a	6.1	6.2	6.0	76	2.2	4.8	NW	2.41	9.7	NW	5.4	5.9	5.2	---	1009.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.255	0.000	11.1	44	-0.8	10.1	8.51	1.2313	---	---	---	---	---	0.03	---	---	---	---	---	---	---	---	---	---	---	---	701	1	100.0	30
01/02/22	5:30 a	5.9	6.2	5.9	76	2.0	11.3	NNW	5.63	22.5	NNW	3.6	5.7	3.3	---	1009.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.258	0.000	11.1	44	-0.8	10.1	8.51	1.2307	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	692	1	100.0	30
01/02/22	6:00 a	5.6	5.9	5.6	76	1.7	16.1	NNW	8.05	24.1	NNW	2.2	5.3	2.0	---	1008.7	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.266	0.000	11.0	44	-0.8	10.1	8.51	1.2302	---	---	---	---	---	0.03	---	---	---	---	---	---	---	---	---	---	---	---	700	1	100.0	30
01/02/22	6:30 a	5.4	5.6	5.4	77	1.7	11.3	NNW	5.63	25.7	NW	2.9	5.2	2.7	---	1009.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.269	0.000	11.0	44	-0.8	10.1	8.51	1.2308	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	692	1	100.0	30
01/02/22	7:00 a	5.5	5.6	5.3	79	2.1	3.2	NNW	1.61	8.0	WNW	5.5	5.3	5.3	---	1009.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.267	0.000	11.0	44	-0.8	10.1	8.51	1.2307	---	---	---	---	---	0.03	---	---	---	---	---	---	---	---	---	---	---	---	702	1	100.0	30
01/02/22	7:30 a	5.6	5.6	5.5	80	2.4	1.6	NNW	0.80	6.4	NW	5.6	5.4	5.4	---	1009.4	0.00	0.0	4	0.17	11	0.0	0.00	0.0	0.265	0.000	11.0	44	-0.8	10.1	8.51	1.2310	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	701	1	100.0	30
01/02/22	8:00 a	5.9	5.9	5.6	79	2.6	4.8	NNW	2.41	12.9	NNW	5.2	5.8	5.1	---	1009.2	0.00	0.0	15	0.65	23	0.0	0.00	0.0	0.258	0.000	11.0	44	-0.8	10.1	8.51	1.2309	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	693	1	100.0	30
01/02/22	8:30 a	6.2	6.2	5.9	77	2.4	8.0	NNW	4.02	16.1	NNW	4.5	5.9	4.3	---	1009.2	0.00	0.0	41	1.76	88	0.0	0.00	0.0	0.253	0.000	11.0	44	-0.8	10.1	8.51	1.2309	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	701	1	100.0	30
01/02/22	9:00 a	6.7	6.7	6.2	74	2.4	11.3	NNW	5.63	22.5	NNW	4.4	6.4	4.2	---	1009.1	0.00	0.0	161	6.92	221	0.0	0.00	0.0	0.243	0.000	10.9	45	-0.5	10.1	8.72	1.2308	---	---	---	---	---	0.08	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
01/02/22	9:30 a	7.6	7.6	6.7	74	3.2	11.3	NNW	5.63	20.9	NNW	5.5	7.3	5.3	---	1009.1	0.00	0.0	233	10.02	281	0.0	0.00	0.0	0.225	0.000	10.9	45	-0.5	10.1	8.72	1.2308	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	700	1	100.0	30
01/02/22	10:00 a	8.6	8.6	7.6	75	4.4	9.7	NNW	4.83	20.9	NW	7.0	8.4	6.8	---	1009.2	0.00	0.0	202	8.69	311	0.0	0.00	0.0	0.204	0.000	10.9	45	-0.5	10.1	8.72	1.2310	---	---	---	---	---	0.13	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
01/02/22	10:30 a	9.2	9.2	8.6	67	3.4	12.9	NW	6.44	22.5	WNW	7.1	8.9	6.8	---	1008.6	0.00	0.0	208	8.95	445	0.4	0.09	0.6	0.190	0.000	10.9	45	-0.5	10.1	8.72	1.2303	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
01/02/22	11:00 a	10.5	10.5	9.2	59	2.8	12.9	NW	6.44	24.1	NW	8.7	10.0	8.2	---	1008.7	0.00	0.0	335	14.41	554	0.7	0.15	0.8	0.163	0.000	11.0	45	-0.5	10.1	8.71	1.2301	---	---	---	---	---	0.18	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
01/02/22	11:30 a	11.7	11.7	10.4	58	3.7	9.7	NNW	4.83	17.7	NW	10.7	10.9	9.9	---	1008.1	0.00	0.0	311	13.37	538	0.7	0.15	0.9	0.139	0.000	11.0	45	-0.5	10.1	8.71	1.2294	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	693	1	100.0	30
01/02/22	12:00 p	12.7	12.7	11.7	60	5.1	12.9	NNW	6.44	25.7	NNW	11.3	11.9	10.6	---	1007.6	0.00	0.0	335	14.41	554	0.8	0.17	1.0	0.118	0.000	11.0	47	0.1	10.1	9.01	1.2283	---	---	---	---	---	0.20	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
01/02/22	12:30 p	13.9	13.9	12.7	59	6.0	12.9	NNW	6.44	27.4	NNW	12.7	13.1	11.9	---	1006.8	0.00	0.0	534	22.96	605	1.0	0.21	1.0	0.093	0.000	11.1	47	0.2	10.2	9.01	1.2272	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	702	1	100.0	30
01/02/22	1:00 p	13.7	13.9	13.7	59	5.8	14.5	NNE	7.24	25.7	NNE	12.1	12.9	11.3	---	1006.2	0.00	0.0	270	11.61	485	0.7	0.15	0.9	0.096	0.000	11.2	47	0.3	10.3	9.01	1.2259	---	---	---	---	---	0.28	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
01/02/22	1:30 p	13.9	13.9	13.7	57	5.5	12.9	NNE	6.44	25.7	NNW	12.7	13.0	11.8	---	1006.3	0.00	0.0	274	11.78	364	0.6	0.13	0.7	0.093	0.000	11.2	47	0.3	10.3	9.01	1.2260	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
01/02/22	2:00 p	13.9	13.9	13.7	58	5.8	11.3	N	5.63	20.9	NNW	13.1	13.1	12.3	---	1006.0	0.00	0.0	268	11.53	353	0.5	0.11	0.6	0.093	0.000	11.2	47	0.3	10.3	9.01	1.2256	---	---	---	---	---	0.20	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
01/02/22	2:30 p	14.3	14.4	13.8	55	5.4	11.3	NNE	5.63	20.9	N	13.6	13.3	12.6	---	1005.8	0.00	0.0	296	12.73	494	0.5	0.11	0.6	0.084	0.000	11.2	47	0.3	10.3	9.01	1.2254	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	700	1	100.0	30
01/02/22	3:00 p	14.7	14.8	14.2	53	5.2	8.0	NNW	4.02	19.3	N	14.5	13.7	13.5	---	1006.0	0.00	0.0	236	10.15	350	0.1	0.02	0.5	0.076	0.000	11.2	47	0.3	10.3	9.01	1.2256	---	---	---	---	---	0.20	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
01/02/22	3:30 p	14.9	15.1	14.7	53	5.4	9.7	NNE	4.83	20.9	NNW	14.6	13.9	13.6	---	1005.7	0.00	0.0	228	9.81	299	0.0	0.00	0.0	0.072	0.000	11.2	47	0.3	10.3	9.01	1.2253	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
01/02/22	4:00 p	15.2	15.2	14.8	51	5.1	9.7	NNW	4.83	22.5	N	14.9	14.1	13.8	---	1005.9	0.00	0.0	164	7.05	213	0.0	0.00	0.0	0.066	0.000	11.2	47	0.3	10.3	9.01	1.2255	---	---	---	---	---	0.15	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
01/02/22	4:30 p	14.9	15.2	14.9	52	5.1	8.0	NNW	4.02	19.3	NNE	14.8	13.8	13.7	---	1006.1	0.00	0.0	91	3.91	146	0.0	0.00	0.0	0.072	0.000	11.2	47	0.3	10.3	9.01	1.2254	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
01/02/22	5:00 p	14.4	14.9	14.3	52	4.6	4.8	NNW	2.41	14.5	N	14.4	13.3	13.3	---	1006.0	0.00	0.0	19	0.82	39	0.0	0.00	0.0	0.082	0.000	11.2	47	0.3	10.3	9.01	1.2256	---	---	---	---	---	0.08	---	---	---	---	---	---	---	---	---	---	---	---	701	1	100.0	30
01/02/22	5:30 p	13.7	14.3	13.7	54	4.6	3.2	NNW	1.61	9.7	NNW	13.7	12.8	12.8	---	1006.1	0.00	0.0	2	0.09	7	0.0	0.00	0.0	0.096	0.000	11.2	47	0.3	10.3	9.01	1.2258	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
01/02/22	6:00 p	13.2	13.7	13.2	54	4.1	4.8	NNW	2.41	9.7	NNW	13.2	12.3	12.3	---	1006.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.106	0.000	11.1	47	0.2	10.2	9.01	1.2262	---	---	---	---	---	0.03	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
01/02/22	6:30 p	12.6	13.2	12.6	57	4.3	6.4	NNW	3.22	14.5	NNW	12.4	11.8	11.6	---	1006.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.119	0.000	11.1	48	0.5	10.2	9.15	1.2261	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	698	1	100.0	30
01/02/22	7:00 p	12.5	12.6	12.4	58	4.5	6.4	NNW	3.22	14.5	NNW	12.3	11.7	11.5	---	1006.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.122	0.000	11.1	49	0.8	10.3	9.35	1.2258	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
01/02/22	7:30 p	12.4	12.5	12.3	56	3.8	6.4	NNW	3.22	14.5	NNW	12.1	11.6	11.3	---	1006.5	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.124	0.000	11.1	47	0.2	10.2	9.01	1.2265	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
01/02/22	8:00 p	10.6	12.4	10.6	58	2.7	4.8	NNW	2.41	9.7	NNW	10.5	10.1	9.9	---	1006.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.161	0.000	11.1	47	0.2	10.2	9.01	1.2266	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	703	1	100.0	30
01/02/22	8:30 p	9.8	10.6	9.2	64	3.3	4.8	WSW	2.41	9.7	W	9.6	9.5	9.3	---	1006.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.177	0.000	11.1	47	0.2	10.2	9.01	1.2263	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	693	1	100.0	30
01/02/22	9:00 p	11.4	11.4	9.8	57	3.2	4.8	W	2.41	11.3	WNW	11.4	10.7	10.7	---	1006.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.144	0.000	11.1	46	-0.1	10.2	8.85	1.2269	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
01/02/22	9:30 p	11.7	11.7	11.4	54	2.7	8.0	NW	4.02	16.1	NNW	10.9	10.9	10.2	---	1006.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.139	0.000	11.1	46	-0.1	10.2	8.85	1.2267	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	698	1	100.0	30
01/02/22	10:00 p	11.3	11.7	11.3	53	2.0	6.4	NW	3.22	14.5	NW	10.8	10.5	10.1	---	1006.3	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.147	0.000	11.1	46	-0.1	10.2	8.85	1.2265	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	693	1	100.0	30
01/02/22	10:30 p	10.7	11.3	10.7	53	1.5	6.4	NW	3.22	12.9	NW	10.2	10.1	9.6	---	1006.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.159	0.000	11.1	46	-0.1	10.2	8.85	1.2263	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	700	1	100.0	30
01/02/22	11:00 p	10.4	10.7	10.4	54	1.5	8.0	WNW	4.02	14.5	NW	9.6	9.8	8.9	---	1006.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.164	0.000	11.1	46	-0.1	10.2	8.85	1.2265	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	693	1	100.0	30
01/02/22	11:30 p	10.2	10.5	10.2	55	1.6	6.4	NW	3.22	12.9	NW	9.6	9.7	9.1	---	1006.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.169	0.000	11.1	46	-0.1	10.2	8.85	1.2262	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
01/03/22	12:00 a	9.9	10.3	9.9	54	1.0	9.7	WNW	4.83	16.1	NW	8.6	9.3	8.1	---	1006.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.176	0.000	11.1	46	-0.1	10.2	8.85	1.2263	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
01/03/22	12:30 a	9.8	9.9	9.7	54	1.0	3.2	WNW	1.61	11.3	WNW	9.8	9.3	9.3	---	1006.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.177	0.000	11.1	45	-0.4	10.2	8.71	1.2262	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
01/03/22	1:00 a	9.9	10.0	9.8	53	0.7	1.6	WNW	0.80	6.4	SSW	9.9	9.3	9.3	---	1006.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.176	0.000	11.1	45	-0.4	10.2	8.71	1.2262	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	703	1	100.0	30
01/03/22	1:30 a	7.3	9.9	7.3	57	-0.6	3.2	SSW	1.61	8.0	SW	7.3	6.8	6.8	---	1005.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.229	0.000	11.1	45	-0.4	10.2	8.71	1.2261	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	693	1	100.0	30
01/03/22	2:00 a	8.3	8.6	7.4	54	-0.4	6.4	WSW	3.22	11.3	WSW	7.4	7.8	6.9	---	1005.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.208	0.000	11.2	45	-0.3	10.2	8.71	1.2257	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	703	1	100.0	30
01/03/22	2:30 a	6.5	8.3	6.5	56	-1.7	6.4	WSW	3.22	14.5	SSW	5.3	5.9	4.8	---	1006.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.247	0.000	11.2	45	-0.3	10.2	8.71	1.2259	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	693	1	100.0	30
01/03/22	3:00 a	6.1	6.6	6.0	57	-1.8	4.8	WSW	2.41	11.3	WSW	5.4	5.6	4.9	---	1006.0	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.256	0.000	11.2	45	-0.3	10.2	8.71	1.2259	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	702	1	100.0	30
01/03/22	3:30 a	6.2	6.3	6.0	57	-1.7	3.2	W	1.61	9.7	W	6.2	5.7	5.7	---	1005.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.252	0.000	11.2	45	-0.3	10.2	8.71	1.2257	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
01/03/22	4:00 a	5.5	6.2	5.4	58	-2.1	3.2	W	1.61	6.4	W	5.5	5.0	5.0	---	1005.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.267	0.000	11.1	45	-0.4	10.2	8.71	1.2257	---	---	---	---	---	0.03	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
01/03/22	4:30 a	7.0	7.0	5.5	56	-1.2	3.2	WSW	1.61	8.0	WSW	7.0	6.4	6.4	---	1005.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.236	0.000	11.2	45	-0.3	10.2	8.71	1.2252	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
01/03/22	5:00 a	7.5	7.7	7.1	54	-1.2	3.2	WSW	1.61	8.0	WSW	7.5	6.9	6.9	---	1005.4	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.226	0.000	11.2	45	-0.3	10.2	8.71	1.2252	---	---	---	---	---	0.03	---	---	---	---	---	---	---	---	---	---	---	---	693	1	100.0	30
01/03/22	5:30 a	7.2	7.5	7.1	55	-1.3	3.2	SW	1.61	8.0	WSW	7.2	6.6	6.6	---	1005.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.233	0.000	11.2	45	-0.3	10.2	8.71	1.2254	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	701	1	100.0	30
01/03/22	6:00 a	7.2	7.3	7.1	54	-1.5	3.2	SW	1.61	8.0	SW	7.2	6.6	6.6	---	1005.6	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.233	0.000	11.2	45	-0.3	10.2	8.71	1.2254	---	---	---	---	---	0.03	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
01/03/22	6:30 a	7.1	7.2	6.9	55	-1.3	4.8	WSW	2.41	12.9	WSW	6.6	6.6	6.0	---	1005.9	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.234	0.000	11.2	45	-0.3	10.2	8.71	1.2258	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	701	1	100.0	30
01/03/22	7:00 a	7.6	7.6	7.1	59	0.1	3.2	WSW	1.61	11.3	WSW	7.6	7.2	7.2	---	1006.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.223	0.000	11.2	45	-0.3	10.2	8.71	1.2262	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	693	1	100.0	30
01/03/22	7:30 a	8.2	9.0	7.6	62	1.4	12.9	W	6.44	24.1	WNW	5.9	7.8	5.5	---	1006.3	0.00	0.0	1	0.04	9	0.0	0.00	0.0	0.211	0.000	11.2	45	-0.3	10.2	8.71	1.2264	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	700	1	100.0	30
01/03/22	8:00 a	6.9	8.2	6.9	79	3.6	9.7	NNW	4.83	19.3	NNW	5.1	6.8	4.9	---	1006.7	0.20	0.0	13	0.56	19	0.0	0.00	0.0	0.237	0.000	11.1	45	-0.4	10.2	8.71	1.2271	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
01/03/22	8:30 a	6.8	6.9	6.8	85	4.5	6.4	NNW	3.22	14.5	NW	5.7	6.8	5.7	---	1006.9	0.40	1.0	34	1.46	51	0.0	0.00	0.0	0.240	0.000	11.1	45	-0.4	10.2	8.71	1.2273	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	701	1	100.0	30
01/03/22	9:00 a	7.3	7.3	6.8	89	5.6	4.8	N	2.41	14.5	W	6.7	7.3	6.8	---	1007.3	0.00	0.0	52	2.24	67	0.0	0.00	0.0	0.230	0.000	11.1	45	-0.4	10.2	8.71	1.2278	---	---	---	---	---	0.03	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
01/03/22	9:30 a	7.9	7.9	7.3	89	6.2	6.4	WNW	3.22	19.3	WNW	6.9	7.9	6.9	---	1007.8	0.20	0.0	87	3.74	139	0.0	0.00	0.0	0.218	0.000	11.1	45	-0.4	10.2	8.71	1.2284	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
01/03/22	10:00 a	8.9	9.0	7.9	88	7.1	6.4	WNW	3.22	14.5	NNW	8.2	9.0	8.2	---	1008.1	0.00	0.0	136	5.85	190	0.0	0.00	0.0	0.196	0.000	11.1	45	-0.4	10.2	8.71	1.2288	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
01/03/22	10:30 a	9.5	9.5	8.9	87	7.4	6.4	W	3.22	14.5	WNW	8.8	9.6	8.9	---	1007.9	0.00	0.0	86	3.70	107	0.0	0.00	0.0	0.184	0.000	11.1	46	-0.1	10.2	8.85	1.2283	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	701	1	100.0	30
01/03/22	11:00 a	10.2	10.2	9.5	85	7.8	11.3	NW	5.63	24.1	NNW	8.7	10.2	8.7	---	1007.7	0.00	0.0	162	6.97	376	0.4	0.09	0.7	0.170	0.000	11.1	47	0.2	10.2	9.01	1.2280	---	---	---	---	---	0.08	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
01/03/22	11:30 a	11.2	11.2	10.2	82	8.3	12.9	WNW	6.44	24.1	WNW	9.5	11.2	9.4	---	1007.5	0.00	0.0	428	18.41	512	0.9	0.19	1.0	0.148	0.000	11.2	47	0.3	10.3	9.01	1.2275	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
01/03/22	12:00 p	11.4	11.6	11.2	80	8.1	11.3	W	5.63	20.9	WNW	10.1	11.3	10.0	---	1007.3	0.00	0.0	353	15.18	550	0.8	0.17	1.0	0.145	0.000	11.2	47	0.3	10.3	9.01	1.2269	---	---	---	---	---	0.20	---	---	---	---	---	---	---	---	---	---	---	---	702	1	100.0	30
01/03/22	12:30 p	12.2	12.2	11.4	76	8.1	9.7	W	4.83	17.7	WNW	11.3	11.9	11.0	---	1006.8	0.00	0.0	323	13.89	617	0.8	0.17	1.0	0.128	0.000	11.2	47	0.3	10.3	9.01	1.2264	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	694	1	100.0	30
01/03/22	1:00 p	12.4	12.7	12.2	74	7.9	12.9	WNW	6.44	25.7	WNW	11.0	12.1	10.7	---	1006.8	0.00	0.0	354	15.22	571	0.8	0.17	1.0	0.123	0.000	11.2	48	0.6	10.3	9.15	1.2262	---	---	---	---	---	0.20	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
01/03/22	1:30 p	13.2	13.3	12.4	70	7.8	14.5	W	7.24	24.1	W	11.4	12.7	10.9	---	1006.5	0.00	0.0	404	17.37	536	0.8	0.17	0.9	0.108	0.000	11.3	48	0.7	10.4	9.15	1.2256	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
01/03/22	2:00 p	13.8	13.9	13.2	64	7.1	12.9	WNW	6.44	24.1	NW	12.6	13.1	11.9	---	1006.5	0.00	0.0	466	20.04	520	0.8	0.17	0.8	0.095	0.000	11.3	48	0.7	10.4	9.15	1.2256	---	---	---	---	---	0.25	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
01/03/22	2:30 p	13.6	14.0	13.6	59	5.7	17.7	WNW	8.85	30.6	NNW	11.2	12.8	10.4	---	1006.7	0.00	0.0	379	16.30	418	0.6	0.13	0.7	0.100	0.000	11.3	48	0.7	10.4	9.15	1.2255	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
01/03/22	3:00 p	13.5	13.7	13.4	59	5.6	17.7	WNW	8.85	32.2	WNW	11.2	12.7	10.4	---	1007.0	0.00	0.0	302	12.99	355	0.2	0.04	0.5	0.101	0.000	11.3	49	1.0	10.4	9.35	1.2257	---	---	---	---	---	0.25	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
01/03/22	3:30 p	13.6	13.7	13.4	58	5.4	14.5	NW	7.24	24.1	NW	11.9	12.7	11.1	---	1007.1	0.00	0.0	250	10.75	290	0.0	0.00	0.0	0.100	0.000	11.3	49	1.0	10.4	9.35	1.2258	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
01/03/22	4:00 p	13.6	13.7	13.5	52	3.9	14.5	NW	7.24	24.1	NNW	12.0	12.6	11.0	---	1007.4	0.00	0.0	178	7.65	214	0.0	0.00	0.0	0.098	0.000	11.3	48	0.7	10.4	9.15	1.2263	---	---	---	---	---	0.18	---	---	---	---	---	---	---	---	---	---	---	---	698	1	100.0	30
01/03/22	4:30 p	13.3	13.7	13.3	53	3.9	12.9	NW	6.44	22.5	WNW	12.0	12.3	11.1	---	1007.6	0.00	0.0	93	4.00	135	0.0	0.00	0.0	0.105	0.000	11.3	48	0.7	10.4	9.15	1.2267	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
01/03/22	5:00 p	12.7	13.3	12.7	53	3.3	11.3	NW	5.63	20.9	NNW	11.7	11.7	10.7	---	1008.3	0.00	0.0	31	1.33	58	0.0	0.00	0.0	0.118	0.000	11.3	48	0.7	10.4	9.15	1.2274	---	---	---	---	---	0.10	---	---	---	---	---	---	---	---	---	---	---	---	696	1	100.0	30
01/03/22	5:30 p	12.1	12.7	12.1	54	3.0	9.7	WNW	4.83	19.3	WNW	11.1	11.2	10.3	---	1008.7	0.00	0.0	3	0.13	12	0.0	0.00	0.0	0.131	0.000	11.3	48	0.7	10.4	9.15	1.2282	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	697	1	100.0	30
01/03/22	6:00 p	11.2	12.1	11.1	57	3.0	6.4	NW	3.22	14.5	NW	10.7	10.5	10.1	---	1009.2	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.149	0.000	11.2	48	0.6	10.3	9.15	1.2291	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	698	1	100.0	30
01/03/22	6:30 p	10.6	11.2	10.6	55	1.9	6.4	WNW	3.22	14.5	WNW	10.1	10.0	9.4	---	1009.8	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.161	0.000	11.2	47	0.3	10.3	9.01	1.2300	---	---	---	---	---	0.00	---	---	---	---	---	---	---	---	---	---	---	---	695	1	100.0	30
01/03/22	7:00 p	9.8	10.6	9.8	51	0.2	6.4	W	3.22	12.9	WNW	9.2	9.2	8.5	---	1010.1	0.00	0.0	0	0.00	0	0.0	0.00	0.0	0.177	0.000	11.2	47	0.3	10.3	9.01	1.2304	---	---	---	---	---	0.05	---	---	---	---	---	---	---	---	---	---	---	---	699	1	100.0	30
